STATION;STATION_NAME;DATE;TAVG;TMAX;TMIN
GHCND:UKM00003772;HEATHROW UK;20160628;60;-9999;51
GHCND:UKM00003772;HEATHROW UK;20160629;58;-9999;52
GHCND:UKM00003772;HEATHROW UK;20160630;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160701;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160702;59;-9999;51
GHCND:UKM00003772;HEATHROW UK;20160703;61;-9999;50
GHCND:UKM00003772;HEATHROW UK;20160704;62;-9999;52
GHCND:UKM00003772;HEATHROW UK;20160705;63;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160706;62;-9999;51
GHCND:UKM00003772;HEATHROW UK;20160707;65;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160708;65;-9999;59
GHCND:UKM00003772;HEATHROW UK;20160709;66;-9999;59
GHCND:UKM00003772;HEATHROW UK;20160710;66;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160711;63;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160712;59;-9999;54
GHCND:UKM00003772;HEATHROW UK;20160713;59;68;-9999
GHCND:UKM00003772;HEATHROW UK;20160714;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160715;61;-9999;51
GHCND:UKM00003772;HEATHROW UK;20160716;70;-9999;63
GHCND:UKM00003772;HEATHROW UK;20160717;71;-9999;64
GHCND:UKM00003772;HEATHROW UK;20160718;72;-9999;60
GHCND:UKM00003772;HEATHROW UK;20160719;78;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160720;76;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160721;67;-9999;57
GHCND:UKM00003772;HEATHROW UK;20160722;69;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160723;71;-9999;59
GHCND:UKM00003772;HEATHROW UK;20160724;67;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160725;67;-9999;57
GHCND:UKM00003772;HEATHROW UK;20160726;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160727;68;-9999;62
GHCND:UKM00003772;HEATHROW UK;20160728;65;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160729;66;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160730;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160731;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160801;60;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160802;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160803;68;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160804;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160805;65;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160806;67;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160807;70;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160808;64;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160809;60;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160810;60;-9999;51
GHCND:UKM00003772;HEATHROW UK;20160811;65;-9999;59
GHCND:UKM00003772;HEATHROW UK;20160812;68;-9999;57
GHCND:UKM00003772;HEATHROW UK;20160813;67;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160814;66;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160815;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160816;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160817;67;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160818;68;-9999;60
GHCND:UKM00003772;HEATHROW UK;20160819;63;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160820;63;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160821;64;-9999;58
GHCND:UKM00003772;HEATHROW UK;20160822;67;-9999;61
GHCND:UKM00003772;HEATHROW UK;20160823;72;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160824;76;-9999;64
GHCND:UKM00003772;HEATHROW UK;20160825;73;-9999;66
GHCND:UKM00003772;HEATHROW UK;20160826;71;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160827;70;-9999;61
GHCND:UKM00003772;HEATHROW UK;20160828;66;-9999;62
GHCND:UKM00003772;HEATHROW UK;20160829;67;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160830;67;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160831;65;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160901;64;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160902;62;-9999;57
GHCND:UKM00003772;HEATHROW UK;20160903;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160904;64;-9999;48
GHCND:UKM00003772;HEATHROW UK;20160905;65;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160906;70;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160907;71;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160908;66;-9999;59
GHCND:UKM00003772;HEATHROW UK;20160909;66;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160910;64;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160911;59;-9999;48
GHCND:UKM00003772;HEATHROW UK;20160912;65;-9999;51
GHCND:UKM00003772;HEATHROW UK;20160913;75;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160914;73;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160915;69;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160916;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160917;58;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160918;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160919;61;-9999;55
GHCND:UKM00003772;HEATHROW UK;20160920;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160921;63;-9999;59
GHCND:UKM00003772;HEATHROW UK;20160922;61;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160923;58;-9999;48
GHCND:UKM00003772;HEATHROW UK;20160924;64;-9999;50
GHCND:UKM00003772;HEATHROW UK;20160925;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160926;57;-9999;49
GHCND:UKM00003772;HEATHROW UK;20160927;60;-9999;48
GHCND:UKM00003772;HEATHROW UK;20160928;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160929;62;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20160930;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161001;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161002;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161003;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161004;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161005;56;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161006;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161007;55;-9999;52
GHCND:UKM00003772;HEATHROW UK;20161008;56;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161009;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161010;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161011;50;-9999;41
GHCND:UKM00003772;HEATHROW UK;20161012;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161013;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161014;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161015;54;-9999;48
GHCND:UKM00003772;HEATHROW UK;20161016;55;-9999;45
GHCND:UKM00003772;HEATHROW UK;20161017;54;-9999;49
GHCND:UKM00003772;HEATHROW UK;20161018;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161019;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161020;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161021;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161022;48;-9999;41
GHCND:UKM00003772;HEATHROW UK;20161023;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161024;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161025;52;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161026;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161027;53;-9999;46
GHCND:UKM00003772;HEATHROW UK;20161028;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161029;56;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161030;51;-9999;46
GHCND:UKM00003772;HEATHROW UK;20161031;55;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161101;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161102;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161103;44;-9999;35
GHCND:UKM00003772;HEATHROW UK;20161104;47;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161105;42;-9999;35
GHCND:UKM00003772;HEATHROW UK;20161106;40;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161107;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161108;38;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161109;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161110;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161112;48;-9999;37
GHCND:UKM00003772;HEATHROW UK;20161113;46;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161114;49;-9999;41
GHCND:UKM00003772;HEATHROW UK;20161115;57;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161116;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161117;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161118;41;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161119;40;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161120;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161121;48;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161122;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161123;46;-9999;39
GHCND:UKM00003772;HEATHROW UK;20161124;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161125;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161126;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161127;44;-9999;41
GHCND:UKM00003772;HEATHROW UK;20161128;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161129;35;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161130;32;-9999;25
GHCND:UKM00003772;HEATHROW UK;20161201;35;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161202;43;-9999;37
GHCND:UKM00003772;HEATHROW UK;20161203;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161204;38;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161205;37;-9999;30
GHCND:UKM00003772;HEATHROW UK;20161206;44;-9999;35
GHCND:UKM00003772;HEATHROW UK;20161207;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161208;53;-9999;48
GHCND:UKM00003772;HEATHROW UK;20161209;54;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161210;53;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161211;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161212;45;-9999;36
GHCND:UKM00003772;HEATHROW UK;20161213;51;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161214;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161215;48;-9999;40
GHCND:UKM00003772;HEATHROW UK;20161216;49;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161217;43;-9999;39
GHCND:UKM00003772;HEATHROW UK;20161218;44;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161219;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161220;42;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161221;49;-9999;39
GHCND:UKM00003772;HEATHROW UK;20161222;43;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161223;47;-9999;38
GHCND:UKM00003772;HEATHROW UK;20161224;47;-9999;41
GHCND:UKM00003772;HEATHROW UK;20161225;53;-9999;48
GHCND:UKM00003772;HEATHROW UK;20161226;45;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161227;36;-9999;-9999
GHCND:UKM00003772;HEATHROW UK;20161228;36;-9999;28
GHCND:UKM00003772;HEATHROW UK;20161229;36;-9999;26
GHCND:UKM00003772;HEATHROW UK;20161230;34;-9999;30
GHCND:UKM00003772;HEATHROW UK;20161231;43;-9999;36
